service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
S108254_32,1,1,1,1,1,0,0,20260428,20260516
S123334_32,1,1,1,1,1,0,0,20260517,20260727
S103496_32,1,1,1,1,1,0,0,20260428,20260516
S103496_21,0,0,0,0,0,0,1,20260428,20260516
S103496_14,0,0,0,0,0,1,0,20260428,20260516
S103496_13,1,1,1,1,1,0,0,20260428,20260516
S123335_32,1,1,1,1,1,0,0,20260517,20260727
S123335_21,0,0,0,0,0,0,1,20260517,20260727
S123335_14,0,0,0,0,0,1,0,20260517,20260727
S123335_13,1,1,1,1,1,0,0,20260517,20260727
S103497_15,1,1,1,1,1,0,0,20260428,20260516
S123336_15,1,1,1,1,1,0,0,20260517,20260727
S103498_15,1,1,1,1,1,0,0,20260428,20260516
S123337_15,1,1,1,1,1,0,0,20260517,20260727
S103499_32,1,1,1,1,1,0,0,20260428,20260516
S103499_14,0,0,0,0,0,1,0,20260428,20260516
S123338_32,1,1,1,1,1,0,0,20260517,20260727
S123338_14,0,0,0,0,0,1,0,20260517,20260727
S103500_15,1,1,1,1,1,0,0,20260428,20260516
S103500_32,1,1,1,1,1,0,0,20260428,20260516
S103500_21,0,0,0,0,0,0,1,20260428,20260516
S103500_14,0,0,0,0,0,1,0,20260428,20260516
S103500_13,1,1,1,1,1,0,0,20260428,20260516
S123339_15,1,1,1,1,1,0,0,20260517,20260727
S123339_32,1,1,1,1,1,0,0,20260517,20260727
S123339_21,0,0,0,0,0,0,1,20260517,20260727
S123339_14,0,0,0,0,0,1,0,20260517,20260727
S123339_13,1,1,1,1,1,0,0,20260517,20260727
S103501_15,1,1,1,1,1,0,0,20260428,20260516
S123340_15,1,1,1,1,1,0,0,20260517,20260727
S112536_32,1,1,1,1,1,0,0,20260428,20260516
S112536_21,0,0,0,0,0,0,1,20260428,20260516
S112536_14,0,0,0,0,0,1,0,20260428,20260516
S123341_32,1,1,1,1,1,0,0,20260517,20260727
S123341_21,0,0,0,0,0,0,1,20260517,20260727
S123341_14,0,0,0,0,0,1,0,20260517,20260727
S112537_32,1,1,1,1,1,0,0,20260428,20260516
S112537_13,1,1,1,1,1,0,0,20260428,20260516
S123342_32,1,1,1,1,1,0,0,20260517,20260727
S123342_13,1,1,1,1,1,0,0,20260517,20260727
S112538_15,1,1,1,1,1,0,0,20260428,20260516
S123343_15,1,1,1,1,1,0,0,20260517,20260727
S112539_32,1,1,1,1,1,0,0,20260428,20260516
S112539_21,0,0,0,0,0,0,1,20260428,20260516
S112539_14,0,0,0,0,0,1,0,20260428,20260516
S112539_13,1,1,1,1,1,0,0,20260428,20260516
S123344_32,1,1,1,1,1,0,0,20260517,20260727
S123344_21,0,0,0,0,0,0,1,20260517,20260727
S123344_14,0,0,0,0,0,1,0,20260517,20260727
S123344_13,1,1,1,1,1,0,0,20260517,20260727
S112540_15,1,1,1,1,1,0,0,20260428,20260516
S123345_15,1,1,1,1,1,0,0,20260517,20260727
S112541_15,1,1,1,1,1,0,0,20260428,20260516
S123346_15,1,1,1,1,1,0,0,20260517,20260727
S114621_15,1,1,1,1,1,0,0,20260428,20260516
S123347_15,1,1,1,1,1,0,0,20260517,20260727
S103731_32,1,1,1,1,1,0,0,20260428,20260516
S103731_21,0,0,0,0,0,0,1,20260428,20260516
S103731_14,0,0,0,0,0,1,0,20260428,20260516
S124788_32,1,1,1,1,1,0,0,20260517,20260727
S124788_21,0,0,0,0,0,0,1,20260517,20260727
S124788_14,0,0,0,0,0,1,0,20260517,20260727
S124788_13,1,1,1,1,1,0,0,20260517,20260727
S103732_15,1,1,1,1,1,0,0,20260428,20260516
S124789_15,1,1,1,1,1,0,0,20260517,20260727
S118101_32,1,1,1,1,1,0,0,20260428,20260516
S118101_21,0,0,0,0,0,0,1,20260428,20260516
S118101_14,0,0,0,0,0,1,0,20260428,20260516
S124790_32,1,1,1,1,1,0,0,20260517,20260727
S124790_21,0,0,0,0,0,0,1,20260517,20260727
S124790_14,0,0,0,0,0,1,0,20260517,20260727
S103734_15,1,1,1,1,1,0,0,20260428,20260516
S124791_15,1,1,1,1,1,0,0,20260517,20260727
S103735_15,1,1,1,1,1,0,0,20260428,20260516
S103735_32,1,1,1,1,1,0,0,20260428,20260516
S103735_21,0,0,0,0,0,0,1,20260428,20260516
S103735_14,0,0,0,0,0,1,0,20260428,20260516
S124792_15,1,1,1,1,1,0,0,20260517,20260727
S124792_32,1,1,1,1,1,0,0,20260517,20260727
S124792_21,0,0,0,0,0,0,1,20260517,20260727
S124792_14,0,0,0,0,0,1,0,20260517,20260727
S103736_21,0,0,0,0,0,0,1,20260428,20260516
S103736_32,1,1,1,1,1,0,0,20260428,20260516
S103736_14,0,0,0,0,0,1,0,20260428,20260516
S124793_15,1,1,1,1,1,0,0,20260517,20260727
S124793_21,0,0,0,0,0,0,1,20260517,20260727
S124793_32,1,1,1,1,1,0,0,20260517,20260727
S124793_14,0,0,0,0,0,1,0,20260517,20260727
S103752_32,1,1,1,1,1,0,0,20260428,20260516
S103752_21,0,0,0,0,0,0,1,20260428,20260516
S103752_14,0,0,0,0,0,1,0,20260428,20260516
S124781_32,1,1,1,1,1,0,0,20260517,20260727
S124781_21,0,0,0,0,0,0,1,20260517,20260727
S124781_14,0,0,0,0,0,1,0,20260517,20260727
S103753_32,1,1,1,1,1,0,0,20260428,20260516
S103753_21,0,0,0,0,0,0,1,20260428,20260516
S103753_14,0,0,0,0,0,1,0,20260428,20260516
S124782_21,0,0,0,0,0,0,1,20260517,20260727
S124782_14,0,0,0,0,0,1,0,20260517,20260727
S103755_32,1,1,1,1,1,0,0,20260428,20260516
S103755_21,0,0,0,0,0,0,1,20260428,20260516
S103755_14,0,0,0,0,0,1,0,20260428,20260516
S124784_32,1,1,1,1,1,0,0,20260517,20260727
S124784_21,0,0,0,0,0,0,1,20260517,20260727
S124784_14,0,0,0,0,0,1,0,20260517,20260727
S103756_32,1,1,1,1,1,0,0,20260428,20260516
S103756_21,0,0,0,0,0,0,1,20260428,20260516
S103756_14,0,0,0,0,0,1,0,20260428,20260516
S103756_13,1,1,1,1,1,0,0,20260428,20260516
S124785_21,0,0,0,0,0,0,1,20260517,20260727
S124785_14,0,0,0,0,0,1,0,20260517,20260727
S117415_32,1,1,1,1,1,0,0,20260428,20260516
S117415_21,0,0,0,0,0,0,1,20260428,20260516
S117415_14,0,0,0,0,0,1,0,20260428,20260516
S117415_13,1,1,1,1,1,0,0,20260428,20260516
S123348_32,1,1,1,1,1,0,0,20260517,20260727
S123348_21,0,0,0,0,0,0,1,20260517,20260727
S123348_14,0,0,0,0,0,1,0,20260517,20260727
S123348_13,1,1,1,1,1,0,0,20260517,20260727
S117416_15,1,1,1,1,1,0,0,20260428,20260516
S123349_15,1,1,1,1,1,0,0,20260517,20260727
S117417_21,0,0,0,0,0,0,1,20260428,20260516
S117417_32,1,1,1,1,1,0,0,20260428,20260516
S117417_14,0,0,0,0,0,1,0,20260428,20260516
S123350_21,0,0,0,0,0,0,1,20260517,20260727
S123350_32,1,1,1,1,1,0,0,20260517,20260727
S123350_14,0,0,0,0,0,1,0,20260517,20260727
S117418_15,1,1,1,1,1,0,0,20260428,20260516
S123351_15,1,1,1,1,1,0,0,20260517,20260727
S117419_15,1,1,1,1,1,0,0,20260428,20260516
S123352_15,1,1,1,1,1,0,0,20260517,20260727
S117420_15,1,1,1,1,1,0,0,20260428,20260516
S123353_15,1,1,1,1,1,0,0,20260517,20260727
S118100_32,1,1,1,1,1,0,0,20260428,20260516
S123354_32,1,1,1,1,1,0,0,20260517,20260727
S123354_14,0,0,0,0,0,1,0,20260517,20260727
S117422_15,1,1,1,1,1,0,0,20260428,20260516
S123355_15,1,1,1,1,1,0,0,20260517,20260727
S120006_32,1,1,1,1,1,0,0,20260428,20260516
S120006_21,0,0,0,0,0,0,1,20260428,20260516
S120006_14,0,0,0,0,0,1,0,20260428,20260516
S123356_32,1,1,1,1,1,0,0,20260517,20260727
S123356_21,0,0,0,0,0,0,1,20260517,20260727
S123356_14,0,0,0,0,0,1,0,20260517,20260727
S123356_13,1,1,1,1,1,0,0,20260517,20260727
S117424_32,1,1,1,1,1,0,0,20260428,20260516
S123357_32,1,1,1,1,1,0,0,20260517,20260727
S117425_21,0,0,0,0,0,0,1,20260428,20260516
S117425_32,1,1,1,1,1,0,0,20260428,20260516
S117425_14,0,0,0,0,0,1,0,20260428,20260516
S123358_21,0,0,0,0,0,0,1,20260517,20260727
S123358_32,1,1,1,1,1,0,0,20260517,20260727
S123358_14,0,0,0,0,0,1,0,20260517,20260727
S117426_32,1,1,1,1,1,0,0,20260428,20260516
S123359_32,1,1,1,1,1,0,0,20260517,20260727
S117427_15,1,1,1,1,1,0,0,20260428,20260516
S123360_15,1,1,1,1,1,0,0,20260517,20260727
S117428_15,1,1,1,1,1,0,0,20260428,20260516
S123361_15,1,1,1,1,1,0,0,20260517,20260727
S126717_767,0,0,0,0,0,1,0,20260428,20260502
S126717_667,0,0,0,0,0,1,0,20260428,20260502
S126717_668,0,0,0,0,0,1,0,20260428,20260502
S126870_767,0,0,0,0,0,1,0,20260503,20260727
S126870_667,0,0,0,0,0,1,0,20260503,20260727
S126870_668,0,0,0,0,0,1,0,20260503,20260727
S126680_812,0,0,0,0,0,1,0,20260428,20260502
S126680_404,0,0,0,0,0,1,0,20260428,20260502
S126680_403,0,0,0,0,0,1,0,20260428,20260502
S126680_767,0,0,0,0,0,1,0,20260428,20260502
S126871_404,0,0,0,0,0,1,0,20260503,20260727
S126871_812,0,0,0,0,0,1,0,20260503,20260727
S126871_403,0,0,0,0,0,1,0,20260503,20260727
S126871_767,0,0,0,0,0,1,0,20260503,20260727
S124723_767,0,0,0,0,0,1,0,20260428,20260502
S126872_767,0,0,0,0,0,1,0,20260503,20260727
S124724_767,0,0,0,0,0,1,0,20260428,20260502
S126873_767,0,0,0,0,0,1,0,20260503,20260727
S124189_32,1,1,1,1,1,0,0,20260428,20260502
S124189_13,1,1,1,1,1,0,0,20260428,20260502
S126810_32,1,1,1,1,1,0,0,20260503,20260727
S126810_13,1,1,1,1,1,0,0,20260503,20260727
S118440_32,1,1,1,1,1,0,0,20260428,20260502
S126811_32,1,1,1,1,1,0,0,20260503,20260727
S120793_15,1,1,1,1,1,0,0,20260428,20260502
S126812_15,1,1,1,1,1,0,0,20260503,20260727
S120794_15,1,1,1,1,1,0,0,20260428,20260502
S126813_15,1,1,1,1,1,0,0,20260503,20260727
S120795_15,1,1,1,1,1,0,0,20260428,20260502
S126814_15,1,1,1,1,1,0,0,20260503,20260727
S120796_15,1,1,1,1,1,0,0,20260428,20260502
S126815_15,1,1,1,1,1,0,0,20260503,20260727
S120797_32,1,1,1,1,1,0,0,20260428,20260502
S120797_13,1,1,1,1,1,0,0,20260428,20260502
S126816_32,1,1,1,1,1,0,0,20260503,20260727
S126816_13,1,1,1,1,1,0,0,20260503,20260727
S124190_32,1,1,1,1,1,0,0,20260428,20260502
S126817_32,1,1,1,1,1,0,0,20260503,20260727
S124191_15,1,1,1,1,1,0,0,20260428,20260502
S126818_15,1,1,1,1,1,0,0,20260503,20260727
S126695_404,0,0,0,0,0,1,0,20260428,20260502
S126695_522,0,0,0,0,0,1,0,20260428,20260502
S126909_404,0,0,0,0,0,1,0,20260503,20260727
S126909_522,0,0,0,0,0,1,0,20260503,20260727
S126457_404,0,0,0,0,0,1,0,20260428,20260502
S126457_403,0,0,0,0,0,1,0,20260428,20260502
S126910_404,0,0,0,0,0,1,0,20260503,20260727
S126910_403,0,0,0,0,0,1,0,20260503,20260727
S126696_404,0,0,0,0,0,1,0,20260428,20260502
S126696_405,0,0,0,0,0,1,0,20260428,20260502
S126696_403,0,0,0,0,0,1,0,20260428,20260502
S126696_522,0,0,0,0,0,1,0,20260428,20260502
S126911_404,0,0,0,0,0,1,0,20260503,20260727
S126911_405,0,0,0,0,0,1,0,20260503,20260727
S126911_403,0,0,0,0,0,1,0,20260503,20260727
S126911_522,0,0,0,0,0,1,0,20260503,20260727
S126697_404,0,0,0,0,0,1,0,20260428,20260502
S126697_812,0,0,0,0,0,1,0,20260428,20260502
S126697_405,0,0,0,0,0,1,0,20260428,20260502
S126697_403,0,0,0,0,0,1,0,20260428,20260502
S126697_522,0,0,0,0,0,1,0,20260428,20260502
S126912_404,0,0,0,0,0,1,0,20260503,20260727
S126912_812,0,0,0,0,0,1,0,20260503,20260727
S126912_405,0,0,0,0,0,1,0,20260503,20260727
S126912_403,0,0,0,0,0,1,0,20260503,20260727
S126912_522,0,0,0,0,0,1,0,20260503,20260727
S126698_404,0,0,0,0,0,1,0,20260428,20260502
S126698_405,0,0,0,0,0,1,0,20260428,20260502
S126698_522,0,0,0,0,0,1,0,20260428,20260502
S126698_403,0,0,0,0,0,1,0,20260428,20260502
S126913_404,0,0,0,0,0,1,0,20260503,20260727
S126913_405,0,0,0,0,0,1,0,20260503,20260727
S126913_522,0,0,0,0,0,1,0,20260503,20260727
S126913_403,0,0,0,0,0,1,0,20260503,20260727
S126700_404,0,0,0,0,0,1,0,20260428,20260502
S126700_405,0,0,0,0,0,1,0,20260428,20260502
S126700_522,0,0,0,0,0,1,0,20260428,20260502
S126700_403,0,0,0,0,0,1,0,20260428,20260502
S126914_404,0,0,0,0,0,1,0,20260503,20260727
S126914_405,0,0,0,0,0,1,0,20260503,20260727
S126914_522,0,0,0,0,0,1,0,20260503,20260727
S126914_403,0,0,0,0,0,1,0,20260503,20260727
S126702_404,0,0,0,0,0,1,0,20260428,20260502
S126702_405,0,0,0,0,0,1,0,20260428,20260502
S126702_522,0,0,0,0,0,1,0,20260428,20260502
S126702_403,0,0,0,0,0,1,0,20260428,20260502
